id,points,rebounds,assists,blocks,steals,turnover,fouls,fieldGoalsPercentage,threePointsPercentage,freeThrowsPercentage,partOfteam,partOfgame
3315,86,55,40,10,11,12,14,0.56,0.39,0.83,6,3205
3316,130,54,47,18,13,16,17,0.54,0.43,0.78,10,3206
3317,121,45,41,20,12,13,11,0.53,0.26,0.77,22,3207
3318,111,45,54,10,20,11,18,0.44,0.32,0.70,16,3208
3319,119,50,50,20,13,17,19,0.47,0.36,0.82,13,3209
3320,111,45,59,16,16,17,16,0.53,0.42,0.89,26,3210
3321,115,52,40,18,16,17,17,0.58,0.37,0.79,20,3211
3322,117,46,43,13,20,10,17,0.61,0.31,0.90,7,3212
3323,89,51,51,16,15,15,20,0.45,0.26,0.81,27,3213
3324,85,56,47,11,17,11,20,0.46,0.20,0.76,9,3214
3325,105,59,48,14,18,10,18,0.53,0.48,0.74,6,3215
3326,99,54,40,19,18,16,18,0.56,0.32,0.90,19,3216
3327,113,56,40,15,16,10,14,0.68,0.21,0.80,21,3217
3328,99,56,60,16,13,10,20,0.65,0.21,0.83,6,3218
3329,87,40,55,10,13,19,12,0.42,0.28,0.89,9,3219
3330,82,42,54,10,19,16,13,0.42,0.38,0.85,18,3220
3331,84,60,52,18,13,15,15,0.46,0.22,0.78,26,3221
3332,119,47,40,10,13,17,11,0.50,0.49,0.73,12,3222
3333,102,43,41,16,18,18,17,0.47,0.42,0.73,6,3223
3334,88,54,53,13,12,10,10,0.42,0.36,0.73,15,3224
3335,80,47,49,18,13,20,10,0.60,0.31,0.87,2,3225
3336,127,47,44,14,12,14,11,0.63,0.41,0.89,9,3226
3337,117,42,48,12,10,17,12,0.54,0.40,0.85,27,3227
3338,112,42,47,14,17,13,13,0.65,0.43,0.87,14,3228
3339,112,42,59,14,15,19,19,0.40,0.45,0.90,23,3229
3340,130,40,60,18,14,13,13,0.43,0.42,0.80,14,3230
3341,99,58,57,12,18,18,15,0.70,0.39,0.85,11,3231
3342,104,51,47,10,15,11,12,0.64,0.24,0.73,1,3232
3343,95,50,41,14,13,13,19,0.53,0.36,0.86,20,3233
3344,121,40,40,20,19,19,13,0.45,0.49,0.84,27,3234
3345,97,41,60,10,19,18,15,0.62,0.40,0.85,1,3235
3346,109,55,42,10,12,16,12,0.62,0.31,0.73,22,3236
3347,125,56,49,16,10,17,15,0.67,0.41,0.78,18,3237
3348,124,55,47,10,13,15,19,0.67,0.33,0.86,24,3238
3349,96,42,56,13,17,15,18,0.45,0.40,0.73,30,3239
3350,118,50,58,19,15,18,19,0.45,0.32,0.81,3,3240
3351,95,60,55,12,12,19,15,0.45,0.31,0.88,16,3241
3352,85,50,56,12,13,14,19,0.45,0.20,0.79,25,3242
3353,80,41,41,12,14,12,13,0.53,0.33,0.75,11,3243
3354,110,44,50,15,15,11,20,0.62,0.34,0.71,15,3244
3355,123,51,47,15,11,16,17,0.68,0.37,0.84,7,3245
3356,88,58,50,20,11,15,15,0.48,0.44,0.89,25,3246
3357,88,43,51,19,13,17,11,0.64,0.28,0.86,22,3247
3358,81,60,52,14,16,20,12,0.69,0.44,0.73,6,3248
3359,99,53,59,12,12,18,12,0.63,0.26,0.71,25,3249
3360,122,48,44,14,19,15,14,0.65,0.42,0.83,27,3250
3361,80,49,56,11,12,12,16,0.65,0.23,0.88,19,3251
3362,120,56,52,12,15,15,11,0.70,0.23,0.86,13,3252
3363,98,49,51,15,16,20,16,0.43,0.34,0.77,14,3253
3364,122,41,59,12,16,11,13,0.50,0.41,0.76,13,3254
3365,108,54,41,15,19,10,15,0.41,0.38,0.89,13,3255
3366,103,58,49,20,19,10,18,0.63,0.21,0.87,4,3256
3367,130,43,42,10,19,11,16,0.52,0.45,0.75,7,3257
3368,116,60,50,20,13,17,16,0.55,0.33,0.72,6,3258
3369,98,50,45,18,19,11,20,0.48,0.34,0.71,1,3259
3370,108,60,44,12,13,13,10,0.50,0.45,0.84,21,3260
3371,85,58,41,16,10,17,14,0.47,0.43,0.75,22,3261
3372,81,59,54,15,14,19,19,0.65,0.48,0.78,10,3262
3373,109,53,47,11,13,12,10,0.46,0.26,0.71,16,3263
3374,96,40,44,11,19,19,12,0.70,0.33,0.89,14,3264
3375,117,56,50,15,13,14,14,0.48,0.35,0.83,19,3265
3376,113,57,59,16,17,19,10,0.41,0.27,0.88,5,3266
3377,113,58,59,10,10,19,11,0.47,0.36,0.80,23,3267
3378,94,42,43,17,15,14,17,0.61,0.48,0.84,12,3268
3379,97,52,46,19,10,14,19,0.47,0.29,0.87,2,3269
3380,86,50,47,12,10,16,16,0.59,0.21,0.80,25,3270
3381,117,47,46,18,12,11,19,0.54,0.43,0.87,8,3271
3382,115,55,59,20,13,16,10,0.53,0.25,0.87,5,3272
3383,89,46,44,14,17,11,19,0.70,0.25,0.74,6,3273
3384,85,57,49,19,18,15,14,0.60,0.48,0.87,21,3274
3385,93,41,54,11,12,12,19,0.67,0.32,0.79,26,3275
3386,93,41,55,10,14,14,12,0.56,0.43,0.73,22,3276
3387,90,58,42,20,20,17,10,0.60,0.44,0.74,13,3277
3388,91,50,44,15,12,20,12,0.70,0.31,0.82,10,3278
3389,99,52,56,17,20,10,19,0.47,0.31,0.84,22,3279
3390,115,43,57,12,20,16,14,0.62,0.38,0.77,25,3280
3391,100,51,56,15,17,11,15,0.70,0.34,0.79,17,3281
3392,101,50,42,10,15,13,12,0.52,0.38,0.90,28,3282
3393,94,44,43,17,12,18,19,0.67,0.23,0.86,8,3283
3394,83,56,41,20,15,15,10,0.51,0.37,0.86,26,3284
3395,106,59,47,19,13,14,12,0.59,0.36,0.74,9,3285
3396,106,57,48,17,19,13,19,0.42,0.34,0.82,22,3286
3397,111,51,54,11,20,11,20,0.68,0.28,0.73,18,3287
3398,83,58,56,15,11,18,20,0.68,0.38,0.87,29,3288
3399,111,42,58,11,16,19,12,0.52,0.44,0.87,8,3289
3400,108,47,43,19,17,10,11,0.69,0.23,0.77,15,3290
3401,118,47,60,11,19,20,20,0.70,0.35,0.85,23,3291
3402,101,55,55,12,17,12,13,0.67,0.35,0.86,1,3292
3403,122,45,44,13,10,14,11,0.51,0.30,0.73,20,3293
3404,119,46,48,18,17,18,19,0.46,0.32,0.81,8,3294
3405,122,54,44,17,16,15,10,0.51,0.33,0.86,29,3295
3406,126,46,42,16,18,10,19,0.59,0.36,0.72,21,3296
3407,97,56,40,13,16,20,15,0.52,0.28,0.86,3,3297
3408,97,59,52,10,10,15,14,0.62,0.35,0.86,26,3298
3409,125,54,42,16,18,12,19,0.66,0.31,0.76,11,3299
3410,91,49,41,12,14,10,20,0.55,0.41,0.77,18,3300
3411,129,54,59,15,18,18,10,0.65,0.20,0.76,22,3301
3412,83,59,56,10,11,16,12,0.48,0.38,0.79,1,3302
3413,113,49,53,15,13,11,18,0.61,0.21,0.80,8,3303
3414,88,55,57,18,17,20,20,0.50,0.44,0.89,11,3304
3415,111,47,49,20,13,15,16,0.50,0.26,0.72,15,3305
3416,100,56,50,10,13,12,20,0.47,0.25,0.72,7,3306
3417,94,59,44,18,11,15,11,0.60,0.26,0.85,22,3307
3418,91,44,55,16,20,16,20,0.42,0.28,0.85,23,3308
3419,91,42,50,16,14,11,13,0.45,0.47,0.84,23,3309
3420,86,46,43,15,20,11,19,0.56,0.33,0.85,2,3310
3421,115,59,60,16,16,15,16,0.47,0.27,0.74,18,3311
3422,95,60,56,14,12,10,17,0.45,0.32,0.84,27,3312
3423,101,42,46,15,14,10,15,0.60,0.25,0.86,4,3313
3424,120,52,50,11,15,10,10,0.42,0.29,0.84,20,3314
3425,122,40,47,13,11,10,15,0.65,0.40,0.75,12,3315
3426,90,50,58,18,10,20,11,0.66,0.24,0.74,2,3316
3427,98,44,45,12,12,15,11,0.66,0.20,0.77,10,3317
3428,83,57,44,17,10,17,13,0.55,0.32,0.86,16,3318
3429,84,52,58,17,10,18,15,0.49,0.23,0.85,16,3319
3430,106,52,54,17,11,15,16,0.63,0.21,0.70,1,3320
3431,123,58,41,13,18,15,11,0.44,0.38,0.89,8,3321
3432,118,59,42,20,16,20,19,0.42,0.22,0.78,8,3322
3433,128,57,56,14,17,16,16,0.70,0.38,0.79,24,3323
3434,115,59,42,17,10,10,20,0.61,0.22,0.82,28,3324
3435,110,49,52,16,19,12,10,0.45,0.31,0.71,24,3325
3436,85,57,53,13,19,18,13,0.43,0.24,0.80,27,3326
3437,99,42,60,10,19,13,17,0.70,0.22,0.83,12,3327
3438,120,41,45,14,19,11,12,0.41,0.23,0.76,20,3328
3439,128,55,46,17,16,14,11,0.52,0.34,0.72,16,3329
3440,98,48,57,16,20,16,20,0.48,0.24,0.81,16,3330
3441,122,55,43,14,18,11,20,0.49,0.38,0.81,15,3331
3442,120,45,42,10,14,16,11,0.53,0.44,0.83,23,3332
3443,100,53,52,13,14,11,13,0.61,0.26,0.84,9,3333
3444,83,55,41,16,15,12,18,0.46,0.24,0.72,23,3334
3445,128,44,59,19,18,19,10,0.47,0.48,0.84,12,3335
3446,109,53,44,11,19,14,14,0.44,0.38,0.80,18,3336
3447,101,52,60,16,10,13,15,0.65,0.27,0.76,9,3337
3448,98,58,52,12,14,14,14,0.68,0.39,0.88,7,3338
3449,108,51,53,14,17,18,12,0.44,0.40,0.82,10,3339
3450,116,44,50,13,15,16,11,0.68,0.39,0.81,19,3340
3451,117,48,59,18,19,16,18,0.48,0.26,0.80,28,3341
3452,104,40,48,18,19,12,16,0.45,0.26,0.85,17,3342
3453,116,52,48,19,12,17,12,0.66,0.28,0.89,19,3343
3454,123,52,50,16,14,19,10,0.60,0.24,0.78,29,3344
3455,118,48,54,20,19,14,11,0.44,0.39,0.81,18,3345
3456,111,53,55,11,11,18,12,0.59,0.22,0.89,24,3346
3457,121,59,47,17,11,13,13,0.57,0.22,0.76,11,3347
3458,92,54,46,19,20,14,18,0.49,0.40,0.70,28,3348
3459,115,54,43,20,20,20,18,0.66,0.25,0.82,1,3349
3460,130,48,59,17,14,18,15,0.52,0.21,0.74,7,3350
3461,100,45,56,14,18,14,16,0.56,0.33,0.82,9,3351
3462,114,60,41,14,20,11,12,0.57,0.50,0.82,9,3352
3463,121,47,57,18,20,18,10,0.43,0.27,0.83,17,3353
3464,130,56,42,20,11,16,20,0.63,0.48,0.82,19,3354
3465,89,41,54,13,13,12,17,0.61,0.36,0.70,19,3355
3466,110,59,56,16,10,19,12,0.69,0.40,0.75,19,3356
3467,130,53,46,16,17,16,14,0.44,0.37,0.82,9,3357
3468,125,57,52,12,17,13,11,0.55,0.47,0.82,16,3358
3469,103,46,58,18,19,20,12,0.60,0.42,0.74,11,3359
3470,93,60,51,10,17,20,11,0.54,0.49,0.89,20,3360
3471,117,48,56,17,18,11,14,0.51,0.49,0.81,6,3361
3472,105,53,45,20,11,10,11,0.68,0.50,0.83,27,3362
3473,127,48,51,17,18,15,10,0.50,0.39,0.89,30,3363
3474,103,59,57,14,11,17,12,0.64,0.26,0.83,27,3364
3475,115,50,60,16,10,14,14,0.65,0.33,0.79,21,3365
3476,105,59,48,15,10,14,19,0.62,0.32,0.78,3,3366
3477,87,51,60,20,14,13,16,0.67,0.27,0.81,16,3367
3478,123,41,52,13,10,13,12,0.44,0.30,0.87,11,3368
3479,91,42,51,18,16,11,16,0.67,0.49,0.86,6,3369
3480,92,50,54,18,10,12,11,0.61,0.34,0.71,8,3370
3481,114,46,50,11,12,20,18,0.67,0.36,0.84,9,3371
3482,103,60,54,19,15,13,15,0.68,0.20,0.79,29,3372
3483,102,55,50,11,17,10,14,0.65,0.28,0.71,9,3373
3484,87,48,43,10,18,16,12,0.66,0.26,0.72,5,3374
3485,106,56,52,18,15,17,19,0.57,0.49,0.80,26,3375
3486,106,48,57,20,14,15,18,0.69,0.20,0.70,30,3376
3487,92,57,45,19,11,12,11,0.66,0.27,0.87,13,3377
3488,110,60,47,13,17,15,17,0.70,0.29,0.85,22,3378
3489,123,59,49,16,14,14,19,0.50,0.49,0.89,24,3379
3490,100,48,56,15,17,10,18,0.59,0.50,0.72,28,3380
3491,93,45,52,16,12,19,19,0.61,0.40,0.73,21,3381
3492,130,47,59,12,12,20,12,0.42,0.45,0.78,13,3382
3493,102,51,40,17,16,12,10,0.47,0.50,0.74,13,3383
3494,117,54,60,18,12,13,13,0.59,0.49,0.75,1,3384
3495,109,51,52,10,17,16,13,0.41,0.38,0.84,30,3385
3496,86,49,43,15,19,20,18,0.50,0.47,0.76,5,3386
3497,85,42,40,19,12,14,11,0.50,0.34,0.74,17,3387
3498,126,43,51,11,15,11,13,0.56,0.47,0.87,12,3388
3499,98,50,52,20,11,17,15,0.66,0.34,0.80,17,3389
3500,87,48,44,12,13,19,11,0.56,0.23,0.86,10,3390
3501,94,60,52,19,12,11,18,0.61,0.24,0.83,29,3391
3502,101,42,60,10,13,15,10,0.64,0.37,0.76,11,3392
3503,104,55,48,15,18,12,12,0.53,0.45,0.82,24,3393
3504,122,53,50,17,14,20,12,0.49,0.34,0.84,25,3394
3505,121,56,53,13,16,18,17,0.69,0.28,0.72,15,3395
3506,116,53,49,13,15,19,14,0.44,0.26,0.72,22,3396
3507,116,44,43,16,17,13,17,0.42,0.41,0.79,14,3397
3508,95,58,50,16,10,17,10,0.40,0.38,0.75,17,3398
3509,118,44,59,15,13,10,15,0.60,0.35,0.84,29,3399
3510,119,53,49,18,11,10,14,0.65,0.39,0.83,28,3400
3511,128,41,50,20,15,10,15,0.44,0.32,0.88,1,3401
3512,87,44,56,16,18,12,19,0.52,0.47,0.78,20,3402
3513,118,56,48,20,14,11,14,0.70,0.34,0.83,20,3403
3514,118,51,46,17,17,16,20,0.67,0.35,0.73,5,3404
3515,125,52,45,11,11,17,20,0.41,0.27,0.88,13,3405
3516,105,44,55,20,16,16,11,0.44,0.31,0.88,11,3406
3517,126,41,50,14,10,14,12,0.46,0.40,0.85,30,3407
3518,105,47,53,10,16,19,20,0.58,0.48,0.82,5,3408
3519,115,60,56,14,12,11,18,0.57,0.21,0.85,29,3409
3520,81,57,52,20,17,10,19,0.67,0.45,0.80,11,3410
3521,108,47,41,14,18,11,18,0.53,0.28,0.90,7,3411
3522,111,51,53,15,18,17,16,0.50,0.25,0.77,8,3412
3523,130,59,60,15,10,20,12,0.52,0.30,0.77,8,3413
3524,105,56,51,18,19,19,17,0.62,0.48,0.81,17,3414
3525,107,50,40,18,17,12,15,0.57,0.45,0.83,17,3415
3526,92,52,59,19,18,19,11,0.48,0.33,0.78,24,3416
3527,99,44,46,13,14,14,16,0.48,0.26,0.79,17,3417
3528,94,48,44,10,18,14,11,0.66,0.20,0.88,21,3418
3529,83,50,51,19,13,11,16,0.68,0.42,0.77,21,3419
3530,116,44,58,14,13,18,11,0.68,0.38,0.80,8,3420
3531,109,52,46,12,19,19,13,0.60,0.29,0.77,9,3421
3532,87,53,52,17,12,14,12,0.51,0.39,0.86,6,3422
3533,103,60,49,11,10,20,14,0.59,0.23,0.77,5,3423
3534,130,46,52,17,18,13,10,0.54,0.24,0.71,1,3424
3535,122,55,47,14,18,19,10,0.64,0.46,0.86,6,3425
3536,89,46,40,11,17,17,18,0.57,0.43,0.81,13,3426
3537,126,60,50,13,13,18,19,0.60,0.29,0.76,16,3427
3538,80,57,54,19,13,18,14,0.44,0.45,0.75,24,3428
3539,100,56,54,18,11,20,13,0.41,0.39,0.71,8,3429
3540,83,40,44,16,10,12,12,0.46,0.48,0.71,16,3430
3541,129,51,47,11,16,10,15,0.66,0.38,0.88,4,3431
3542,110,50,60,16,19,16,19,0.67,0.41,0.86,19,3432
3543,119,48,47,12,16,16,13,0.46,0.21,0.77,21,3433
3544,120,59,42,18,10,15,13,0.58,0.34,0.72,15,3434
3545,113,54,50,15,20,15,14,0.67,0.49,0.80,19,3435
3546,111,41,58,16,10,13,18,0.52,0.43,0.90,12,3436
3547,93,48,50,13,18,15,16,0.50,0.30,0.86,29,3437
3548,92,53,48,18,10,12,14,0.56,0.38,0.71,2,3438
3549,120,58,52,12,10,15,13,0.62,0.24,0.78,8,3439
3550,96,48,41,15,20,16,15,0.69,0.33,0.71,8,3440
3551,113,41,50,13,17,10,13,0.42,0.41,0.72,7,3441
3552,85,50,58,10,18,11,13,0.47,0.41,0.89,7,3442
3553,114,50,53,12,15,15,11,0.65,0.25,0.84,8,3443
3554,107,60,45,17,20,17,14,0.50,0.29,0.71,6,3444
3555,80,40,53,11,17,17,20,0.40,0.46,0.78,23,3445
3556,122,52,58,19,19,11,20,0.69,0.24,0.77,17,3446
3557,80,54,52,19,14,15,20,0.67,0.21,0.73,6,3447
3558,92,52,53,18,20,17,17,0.67,0.44,0.86,30,3448
3559,92,57,60,18,10,18,15,0.51,0.24,0.81,5,3449
3560,99,41,59,11,15,17,18,0.48,0.21,0.75,25,3450
3561,86,45,43,17,17,18,14,0.57,0.49,0.77,20,3451
3562,129,59,59,10,20,11,14,0.49,0.35,0.76,20,3452
3563,109,44,45,12,19,18,17,0.57,0.50,0.71,5,3453
3564,128,40,55,15,19,11,10,0.58,0.39,0.80,3,3454
3565,85,58,52,17,20,20,17,0.61,0.42,0.88,23,3455
3566,82,59,47,16,15,11,13,0.62,0.38,0.71,19,3456
3567,86,52,45,20,17,19,14,0.66,0.49,0.89,27,3457
3568,117,42,46,15,12,15,13,0.50,0.34,0.87,3,3458
3569,103,60,54,14,15,11,13,0.51,0.29,0.88,17,3459
3570,128,59,59,20,11,20,16,0.41,0.43,0.82,28,3460
3571,119,42,48,10,16,10,13,0.46,0.24,0.76,7,3461
3572,98,60,50,10,12,12,11,0.57,0.46,0.78,30,3462
3573,96,48,42,10,20,15,11,0.54,0.31,0.81,11,3463
3574,118,48,59,12,10,19,20,0.52,0.35,0.80,3,3464
3575,120,52,53,11,13,12,18,0.69,0.41,0.88,18,3465
3576,100,51,58,19,14,11,12,0.65,0.40,0.71,19,3466
3577,108,53,45,13,13,10,13,0.60,0.45,0.85,4,3467
3578,99,44,53,10,17,14,12,0.46,0.23,0.77,7,3468
3579,93,58,60,11,11,15,16,0.61,0.23,0.72,2,3469
3580,80,57,45,18,16,10,17,0.46,0.40,0.79,8,3470
3581,95,55,49,13,15,18,18,0.60,0.29,0.85,18,3471
3582,108,40,45,12,13,13,11,0.46,0.25,0.75,27,3472
3583,87,51,58,17,12,10,17,0.50,0.28,0.80,8,3473
3584,103,44,48,20,19,17,13,0.45,0.38,0.81,4,3474
3585,119,60,55,20,11,17,15,0.59,0.36,0.85,22,3475
3586,118,43,59,17,19,13,17,0.55,0.35,0.80,2,3476
3587,93,53,55,10,11,20,19,0.66,0.41,0.89,5,3477
3588,86,53,54,15,12,11,17,0.41,0.41,0.82,4,3478
3589,116,43,59,18,11,10,10,0.60,0.27,0.77,22,3479
3590,108,54,52,10,14,14,19,0.69,0.29,0.78,17,3480
3591,117,51,40,12,10,11,18,0.61,0.22,0.75,6,3481
3592,130,50,49,20,15,15,19,0.56,0.21,0.89,18,3482
3593,111,44,46,18,11,19,19,0.54,0.23,0.87,10,3483
3594,98,41,51,18,19,12,16,0.43,0.35,0.76,13,3484
3595,104,50,41,18,12,18,12,0.54,0.38,0.85,17,3485
3596,84,59,42,19,12,16,10,0.45,0.20,0.87,13,3486
3597,122,49,41,12,16,10,13,0.55,0.22,0.74,9,3487
3598,107,48,56,14,19,16,16,0.60,0.49,0.84,20,3488
3599,120,55,50,17,13,13,17,0.44,0.28,0.78,9,3489
3600,123,51,51,13,13,18,20,0.45,0.22,0.83,16,3490
3601,84,50,55,15,15,18,15,0.63,0.28,0.78,9,3491
3602,120,55,58,12,12,13,16,0.48,0.42,0.78,26,3492
3603,118,57,49,14,16,11,11,0.47,0.48,0.78,15,3493
3604,129,49,47,17,15,19,11,0.66,0.41,0.83,10,3494
3605,111,41,55,15,10,10,16,0.55,0.31,0.82,3,3495
3606,93,56,48,13,10,12,15,0.57,0.47,0.77,29,3496
3607,119,48,44,17,18,20,14,0.45,0.27,0.83,26,3497
3608,103,45,58,14,11,11,19,0.58,0.41,0.73,12,3498
3609,100,41,47,13,14,13,14,0.61,0.42,0.80,27,3499
3610,110,52,40,10,19,16,11,0.54,0.28,0.86,2,3500
3611,114,40,60,17,14,13,13,0.42,0.45,0.87,9,3501
3612,111,46,40,18,11,13,16,0.66,0.23,0.84,27,3502
3613,110,41,53,11,13,12,15,0.51,0.32,0.80,25,3503
3614,111,50,40,12,17,18,18,0.49,0.22,0.75,6,3504
3615,99,43,45,15,10,19,17,0.65,0.38,0.86,3,3505
3616,112,42,50,12,14,12,14,0.61,0.43,0.89,9,3506
3617,127,56,53,13,20,19,19,0.55,0.24,0.72,7,3507
3618,105,46,58,12,17,13,13,0.49,0.41,0.72,5,3508
3619,130,40,51,13,14,11,19,0.58,0.36,0.76,2,3509
3620,88,59,42,19,10,17,17,0.41,0.46,0.75,25,3510
3621,89,56,45,11,19,10,10,0.63,0.23,0.71,17,3511
3622,109,45,59,20,18,10,12,0.46,0.38,0.84,3,3512
3623,129,46,47,19,19,11,10,0.44,0.47,0.85,10,3513
3624,89,44,40,19,13,14,10,0.49,0.26,0.83,8,3514
3625,86,41,56,12,11,20,12,0.69,0.31,0.76,1,3515
3626,97,41,56,11,11,10,11,0.69,0.50,0.83,14,3516
3627,128,60,45,11,19,10,16,0.55,0.22,0.78,28,3517
3628,88,58,55,12,19,13,19,0.45,0.22,0.80,5,3518
3629,85,49,47,13,17,16,12,0.62,0.39,0.82,1,3519
3630,107,54,59,17,20,15,19,0.63,0.27,0.86,18,3520
3631,107,41,57,20,20,17,12,0.64,0.38,0.80,14,3521
3632,104,43,49,20,11,10,13,0.54,0.22,0.86,12,3522
3633,126,48,46,20,12,10,11,0.61,0.28,0.86,20,3523
3634,98,53,54,10,10,12,20,0.43,0.40,0.85,17,3524
3635,115,55,44,19,20,15,11,0.41,0.47,0.90,22,3525
3636,88,50,43,13,19,11,11,0.46,0.33,0.77,29,3526
3637,91,48,56,16,16,19,17,0.48,0.46,0.90,18,3527
3638,115,60,50,12,20,14,18,0.48,0.20,0.89,13,3528
3639,129,56,57,15,20,19,20,0.49,0.22,0.78,29,3529
3640,81,44,48,10,17,20,16,0.62,0.23,0.85,16,3530
3641,96,47,52,12,18,10,20,0.48,0.25,0.79,9,3531
3642,124,50,57,10,18,13,13,0.65,0.23,0.82,4,3532
3643,120,44,49,14,20,19,18,0.69,0.49,0.73,7,3533
3644,119,52,59,19,10,13,10,0.44,0.37,0.80,30,3534
3645,97,46,59,14,20,13,14,0.49,0.32,0.84,17,3535
3646,95,55,40,19,13,18,19,0.65,0.22,0.79,1,3536
3647,120,54,54,11,12,15,14,0.55,0.24,0.90,7,3537
3648,123,58,48,10,17,12,10,0.64,0.29,0.79,25,3538
3649,128,42,45,15,10,13,11,0.60,0.44,0.82,10,3539
3650,101,42,40,12,11,16,14,0.70,0.22,0.78,6,3540
3651,99,46,41,16,13,16,14,0.63,0.34,0.84,13,3541
3652,117,55,58,11,10,10,11,0.46,0.25,0.89,8,3542
3653,100,47,42,10,12,20,16,0.46,0.26,0.86,20,3543
3654,87,40,60,18,20,17,17,0.61,0.32,0.74,21,3544
3655,104,45,55,10,13,12,16,0.58,0.40,0.80,21,3545
3656,82,55,42,11,18,16,12,0.54,0.50,0.87,4,3546
3657,121,48,42,19,15,20,13,0.49,0.48,0.86,30,3547
3658,90,54,59,10,17,11,12,0.65,0.32,0.73,22,3548
3659,106,54,56,11,12,16,16,0.52,0.44,0.84,5,3549
3660,97,59,43,20,18,11,12,0.49,0.44,0.77,16,3550
3661,106,51,45,16,12,20,16,0.44,0.33,0.89,19,3551
3662,80,58,45,17,14,13,20,0.64,0.32,0.73,8,3552
3663,90,53,48,13,13,19,13,0.54,0.23,0.82,16,3553
3664,89,60,51,12,18,15,17,0.40,0.49,0.71,10,3554
3665,101,43,41,20,17,15,20,0.43,0.33,0.83,26,3555
3666,94,40,54,14,19,13,16,0.47,0.28,0.82,1,3556
3667,108,44,53,11,10,17,15,0.42,0.22,0.76,22,3557
3668,102,40,51,20,15,19,16,0.63,0.28,0.79,9,3558
3669,88,42,41,12,17,14,18,0.54,0.28,0.71,16,3559
3670,95,40,55,11,17,13,16,0.57,0.26,0.78,14,3560
3671,93,53,59,20,12,11,14,0.69,0.23,0.88,16,3561
3672,86,51,54,18,17,12,16,0.53,0.50,0.74,1,3562
3673,129,47,56,14,14,19,18,0.69,0.38,0.79,17,3563
3674,124,49,57,14,17,20,10,0.43,0.44,0.71,10,3564
3675,109,49,40,15,10,15,12,0.67,0.41,0.79,29,3565
3676,130,59,50,10,13,16,18,0.46,0.45,0.74,10,3566
3677,117,41,42,20,11,18,20,0.40,0.42,0.78,2,3567
3678,83,57,51,13,11,19,16,0.64,0.32,0.87,16,3568
3679,91,54,43,17,18,15,12,0.60,0.25,0.82,16,3569
3680,94,40,57,18,20,17,11,0.41,0.22,0.79,5,3570
3681,85,49,43,19,14,11,19,0.62,0.41,0.75,13,3571
3682,94,58,52,16,13,17,13,0.50,0.48,0.90,18,3572
3683,93,50,44,12,19,20,13,0.48,0.28,0.76,8,3573
3684,91,54,48,17,12,18,17,0.57,0.41,0.77,27,3574
3685,111,45,51,20,10,13,15,0.62,0.25,0.79,29,3575
3686,97,56,51,10,11,11,12,0.57,0.39,0.83,4,3576
3687,111,57,56,17,12,13,10,0.58,0.21,0.79,12,3577
3688,96,49,56,11,20,10,17,0.41,0.32,0.88,28,3578
3689,130,48,55,12,20,13,12,0.52,0.27,0.84,30,3579
3690,119,55,55,18,20,14,20,0.43,0.45,0.72,15,3580
3691,117,51,48,14,17,10,18,0.51,0.23,0.85,12,3581
3692,112,44,59,19,15,14,10,0.42,0.38,0.71,14,3582
3693,127,46,53,15,20,12,16,0.55,0.48,0.71,27,3583
3694,95,48,44,10,12,16,18,0.68,0.38,0.86,16,3584
3695,124,49,50,16,18,18,12,0.65,0.37,0.82,9,3585
3696,116,43,56,12,14,16,13,0.58,0.50,0.85,13,3586
3697,115,51,43,10,19,15,15,0.42,0.37,0.76,28,3587
3698,124,58,54,18,19,10,14,0.44,0.21,0.74,15,3588
3699,87,41,44,17,17,11,10,0.56,0.33,0.81,27,3589
3700,104,60,52,18,20,15,11,0.49,0.28,0.80,3,3590
3701,124,57,56,20,15,15,16,0.50,0.46,0.80,12,3591
3702,85,55,52,18,10,13,18,0.43,0.28,0.72,25,3592
3703,87,47,57,19,18,12,15,0.52,0.39,0.78,20,3593
3704,83,57,40,14,15,11,13,0.41,0.41,0.77,14,3594
3705,113,42,52,20,20,18,13,0.61,0.32,0.75,27,3595
3706,80,53,51,12,18,13,17,0.55,0.37,0.81,6,3596
3707,121,45,55,16,19,19,13,0.46,0.24,0.86,4,3597
3708,122,47,56,19,11,12,11,0.67,0.20,0.85,3,3598
3709,104,47,51,10,16,10,16,0.57,0.20,0.84,24,3599
3710,108,42,50,15,10,11,11,0.50,0.24,0.87,14,3600
3711,81,40,43,18,14,10,14,0.55,0.21,0.75,12,3601
3712,81,55,41,20,10,20,12,0.46,0.46,0.72,13,3602
3713,111,58,59,18,15,14,15,0.48,0.38,0.77,23,3603
3714,118,51,50,13,11,17,13,0.60,0.39,0.87,3,3604
3715,121,48,57,18,17,15,13,0.41,0.42,0.74,28,3605
3716,83,60,56,18,17,18,15,0.42,0.48,0.73,29,3606
3717,119,51,40,15,19,19,15,0.47,0.22,0.71,19,3607
3718,95,51,57,15,18,11,16,0.65,0.44,0.79,3,3608
3719,117,46,40,14,15,14,13,0.48,0.32,0.75,11,3609
3720,119,46,59,11,20,12,17,0.45,0.35,0.88,1,3610
3721,97,46,42,19,11,14,16,0.63,0.40,0.72,18,3611
3722,118,55,46,19,20,11,19,0.64,0.20,0.87,6,3612
3723,109,44,44,15,19,11,15,0.46,0.34,0.75,10,3613
