minutes,starter,plays,isPlayedBy
40,0,1047,32
47,1,1048,466
11,1,1049,491
1,1,1050,328
10,1,1051,372
48,0,1052,88
38,1,1053,271
24,0,1054,243
32,1,1055,374
29,0,1056,22
2,0,1057,525
15,1,1058,397
34,0,1060,29
17,1,1061,2
29,0,1062,249
1,0,1063,481
46,0,1064,482
18,1,1065,357
28,0,1066,389
33,1,1067,427
42,1,1069,243
11,0,1070,188
6,1,1071,447
19,0,1073,243
27,1,1074,318
28,1,1075,154
8,1,1076,293
0,1,1077,70
48,0,1078,47
9,1,1079,357
10,0,1080,257
31,1,1081,226
17,0,1082,437
48,0,1083,97
8,0,1084,457
13,0,1085,297
41,0,1086,83
19,0,1087,11
3,1,1088,515
30,1,1089,470
16,0,1091,204
25,0,1092,471
43,0,1093,464
10,1,1094,254
3,1,1095,483
30,1,1096,239
46,0,1097,253
18,0,1098,215
34,1,1099,82
20,0,1100,161
28,1,1103,5
1,1,1104,372
17,0,1105,48
24,0,1106,177
43,0,1107,410
21,0,1108,507
34,0,1109,92
15,1,1110,515
10,1,1111,459
48,0,1112,83
29,1,1113,301
2,0,1114,123
4,1,1115,362
32,0,1116,271
9,0,1117,192
17,1,1118,6
14,1,1119,104
15,1,1120,499
9,1,1121,518
8,0,1122,331
21,0,1123,370
33,1,1124,307
19,0,1126,13
0,1,1127,250
48,0,1128,247
30,1,1129,300
12,0,1130,327
24,1,1131,217
30,1,1132,339
17,1,1133,93
10,1,1134,330
22,1,1135,35
30,1,1136,271
2,0,1137,92
18,0,1138,512
48,0,1139,77
12,0,1140,500
44,0,1141,51
21,1,1142,226
24,1,1143,349
1,0,1144,523
35,1,1145,209
19,1,1146,32
29,0,1147,425
6,0,1148,43
43,0,1149,364
13,1,1150,238
9,0,1151,406
23,1,1152,276
5,1,1153,131
7,0,1154,510
17,0,1155,167
8,0,1156,107
18,0,1157,88
5,1,1158,141
43,1,1159,139
38,1,1160,85
38,0,1161,365
7,0,1162,464
29,0,1163,526
30,1,1164,216
26,0,1165,439
47,0,1166,475
44,0,1167,189
30,1,1168,517
30,0,1169,424
29,0,1170,476
25,0,1171,31
29,1,1172,252
18,1,1173,170
17,0,1174,68
26,0,1175,259
38,1,1176,432
35,0,1177,93
23,1,1178,259
33,0,1180,395
15,0,1181,104
18,0,1182,102
11,0,1183,278
21,0,1184,149
25,1,1185,511
15,1,1186,280
31,0,1187,448
14,1,1188,447
47,1,1189,188
46,0,1190,131
7,1,1191,451
0,0,1192,1
25,1,1193,136
8,0,1194,41
27,1,1195,155
32,0,1196,367
8,0,1197,457
46,0,1198,293
38,0,1199,312
38,1,1200,106
11,0,1201,123
12,0,1202,398
14,0,1203,78
30,0,1205,384
41,0,1206,205
13,1,1207,215
38,1,1208,395
13,0,1209,359
11,0,1210,407
22,1,1211,393
4,1,1212,257
20,1,1213,308
23,1,1214,400
24,0,1215,98
8,0,1216,341
3,1,1217,157
26,1,1218,452
48,0,1219,292
5,0,1220,473
45,1,1221,123
48,0,1222,45
10,1,1223,489
36,1,1224,313
42,1,1225,324
17,0,1226,38
5,1,1228,101
26,1,1229,417
35,0,1230,109
10,0,1231,34
39,1,1232,413
26,0,1233,26
13,0,1234,95
30,1,1235,395
21,0,1236,466
20,1,1237,52
18,1,1238,416
13,1,1239,409
10,1,1240,310
13,0,1241,75
35,0,1242,90
46,0,1243,375
23,1,1244,71
28,0,1245,289
35,1,1246,61
3,1,1247,398
30,1,1249,408
14,1,1250,122
1,1,1251,204
46,0,1252,217
0,0,1253,170
35,0,1254,201
47,0,1255,355
36,1,1256,400
12,1,1257,362
0,0,1258,263
26,0,1259,150
21,1,1260,73
11,0,1261,220
45,0,1262,314
33,1,1263,42
35,0,1264,140
25,1,1265,17
40,0,1266,213
24,1,1267,506
3,1,1268,265
36,1,1269,276
42,0,1270,22
4,1,1271,247
39,1,1272,408
45,0,1273,403
13,0,1274,105
4,0,1275,49
4,0,1276,460
39,0,1277,332
11,0,1278,487
13,1,1279,48
8,1,1280,125
30,0,1282,266
7,1,1283,522
20,1,1284,126
7,1,1285,89
4,0,1286,136
27,1,1287,510
26,1,1288,351
35,1,1289,387
10,1,1290,11
14,1,1291,8
23,1,1292,161
19,1,1293,97
33,1,1294,93
23,0,1295,143
37,1,1296,135
1,0,1297,283
15,1,1298,410
18,0,1301,492
34,0,1302,149
37,0,1303,352
36,0,1304,193
26,0,1305,439
28,1,1306,445
36,1,1307,168
1,1,1308,303
20,1,1309,165
20,1,1310,158
35,1,1311,447
28,0,1312,135
36,1,1313,278
4,0,1314,320
47,1,1316,460
32,0,1317,405
4,1,1318,259
0,0,1319,516
9,1,1320,176
43,1,1321,64
29,1,1322,455
34,0,1323,186
5,1,1324,347
45,0,1325,418
18,1,1326,351
7,1,1327,84
35,0,1328,125
13,1,1329,447
34,1,1330,453
25,1,1331,364
25,1,1332,434
9,1,1333,362
26,0,1334,246
15,0,1335,129
11,1,1336,413
6,0,1337,207
0,0,1338,12
18,0,1339,304
20,1,1340,50
3,1,1341,284
36,1,1342,282
35,0,1343,407
32,0,1344,497
35,0,1345,509
30,0,1346,93
29,0,1347,420
43,0,1348,338
28,1,1349,343
26,0,1350,454
12,0,1351,506
44,0,1352,471
7,0,1353,291
31,0,1354,71
40,1,1355,157
34,0,1356,400
22,1,1357,136
21,1,1358,151
43,0,1359,196
47,0,1360,146
2,0,1361,84
16,1,1362,333
1,1,1363,301
30,0,1364,403
4,1,1365,71
40,1,1366,10
42,0,1368,169
2,1,1369,28
31,0,1370,516
39,0,1371,459
37,1,1373,191
12,1,1374,66
43,0,1375,157
16,1,1376,107
26,0,1377,502
46,1,1378,281
47,1,1379,229
23,1,1380,359
42,1,1381,433
33,1,1382,351
10,1,1383,485
27,1,1384,413
32,1,1385,213
3,1,1386,403
16,1,1388,83
18,1,1390,393
24,0,1391,99
12,1,1392,14
24,1,1393,70
42,0,1394,64
15,1,1395,180
18,0,1396,311
23,0,1397,340
14,1,1398,452
20,0,1399,380
25,1,1400,321
40,0,1401,49
28,0,1402,450
47,1,1403,131
48,0,1404,128
4,1,1405,390
34,1,1406,92
21,0,1407,251
12,1,1408,334
25,0,1409,450
45,0,1410,10
7,1,1411,470
28,1,1412,179
26,0,1413,74
5,1,1414,209
24,1,1415,201
11,1,1417,512
47,0,1418,68
40,0,1419,390
31,1,1420,19
34,0,1421,369
41,1,1422,189
14,1,1423,320
8,1,1424,434
40,0,1425,236
9,1,1427,210
38,0,1428,427
40,1,1429,271
3,0,1430,226
36,1,1431,336
16,0,1432,80
30,0,1433,157
5,0,1434,444
15,0,1435,207
47,0,1436,45
42,1,1437,66
33,0,1438,346
22,1,1439,490
41,0,1440,440
21,1,1443,70
16,1,1444,239
34,0,1445,167
3,1,1446,523
40,0,1447,117
1,1,1448,183
48,0,1449,197
27,1,1450,501
34,1,1451,499
26,0,1452,304
15,1,1453,168
43,1,1454,120
4,0,1455,505
24,0,1456,309
1,0,1457,471
21,1,1458,444
42,1,1459,103
7,0,1460,12
43,0,1461,301
39,1,1462,81
4,1,1463,204
9,1,1464,470
24,0,1465,162
38,0,1466,429
6,0,1467,167
26,0,1468,299
6,0,1469,471
4,1,1470,104
32,0,1471,177
45,1,1472,340
47,0,1473,431
16,0,1474,345
0,0,1475,496
16,1,1476,409
6,1,1477,387
42,1,1478,309
13,1,1479,5
24,1,1480,197
0,1,1481,346
34,1,1482,82
11,0,1483,198
9,1,1484,289
11,0,1485,290
34,0,1486,302
37,1,1487,446
10,0,1488,339
32,0,1489,469
33,1,1491,509
30,0,1492,316
9,1,1493,111
9,1,1494,108
15,0,1495,38
17,1,1496,310
11,1,1497,329
38,0,1498,85
27,1,1499,319
6,0,1500,375
34,0,1501,378
10,1,1502,455
19,0,1503,526
25,1,1504,501
6,1,1505,221
24,1,1506,432
17,0,1507,283
23,0,1508,398
36,0,1509,418
23,1,1510,201
12,1,1511,157
36,1,1512,525
24,0,1513,371
33,1,1514,486
39,1,1515,103
40,1,1516,279
37,1,1517,407
26,0,1518,72
40,0,1519,284
25,0,1520,351
0,0,1521,339
48,1,1522,135
9,0,1523,195
6,1,1524,241
22,1,1525,318
42,0,1526,409
23,1,1527,495
41,1,1528,321
36,1,1529,317
26,0,1530,394
7,0,1531,85
19,0,1532,153
19,1,1533,201
34,0,1534,510
38,1,1535,384
7,0,1536,156
43,0,1537,1
16,1,1538,85
31,1,1539,418
0,0,1540,257
1,1,1541,278
45,1,1542,368
6,0,1543,299
39,0,1544,346
41,0,1545,253
31,0,1546,429
19,1,1547,481
9,1,1548,296
16,0,1549,363
5,0,1550,249
8,1,1551,225
23,1,1552,194
25,0,1553,473
23,0,1554,351
11,0,1555,348
20,1,1556,472
13,0,1557,372
40,0,1558,436
33,0,1559,179
25,0,1560,47
19,1,1561,508
40,1,1562,8
22,0,1563,465
46,1,1564,348
22,0,1565,128
35,1,1566,494
38,1,1567,184
17,1,1568,350
24,0,1569,334
32,0,1570,308
46,1,1571,96
14,0,1572,400
38,0,1573,143
39,1,1574,321
38,0,1575,477
48,1,1576,488
7,0,1577,152
30,0,1578,319
6,0,1579,476
46,0,1580,143
19,0,1581,474
20,0,1582,193
18,1,1583,246
4,0,1584,111
41,1,1585,420
9,1,1586,515
43,0,1587,244
37,1,1588,170
9,0,1589,123
16,1,1590,392
3,1,1591,103
3,1,1592,190
27,1,1593,461
17,0,1594,471
34,0,1595,201
32,0,1596,139
36,1,1597,429
35,0,1598,108
32,0,1600,269
11,1,1601,166
22,1,1602,502
35,0,1603,432
41,1,1604,219
27,0,1605,178
48,0,1606,404
41,0,1607,361
38,1,1608,492
48,0,1609,133
1,0,1610,234
21,0,1611,157
19,1,1612,254
11,0,1613,119
6,1,1614,254
19,0,1615,354
44,1,1616,71
16,0,1617,55
35,1,1618,175
6,1,1619,218
6,1,1620,22
32,0,1621,471
22,1,1622,309
40,0,1623,258
0,1,1624,179
27,0,1625,145
42,1,1626,523
3,1,1627,397
1,1,1628,388
48,0,1629,86
3,1,1630,393
24,1,1631,475
2,0,1632,57
3,0,1633,505
2,1,1634,210
21,0,1635,6
28,0,1636,247
7,1,1637,63
29,0,1638,74
3,0,1639,430
13,0,1640,262
31,0,1641,153
25,0,1642,353
46,1,1643,76
22,0,1644,460
15,0,1645,132
18,0,1646,285
5,0,1647,385
6,0,1648,497
32,1,1649,294
40,0,1650,235
6,1,1651,237
28,1,1652,3
13,1,1653,161
34,1,1654,397
30,1,1655,497
27,0,1656,127
38,0,1657,279
22,1,1658,364
16,1,1659,17
15,1,1660,130
23,1,1661,58
38,0,1662,308
35,1,1663,152
22,1,1664,256
14,1,1665,225
38,0,1666,317
12,0,1667,206
43,0,1668,485
47,0,1669,461
3,1,1670,154
20,0,1671,59
17,1,1672,22
27,1,1673,34
0,0,1674,253
9,1,1675,353
41,0,1676,48
25,0,1677,519
15,1,1679,221
11,0,1680,162
8,0,1681,375
12,1,1682,63
25,1,1683,338
24,0,1684,424
47,0,1685,334
19,0,1686,442
8,1,1687,368
25,0,1688,171
25,1,1689,254
41,1,1690,291
46,1,1691,419
42,1,1692,296
46,0,1693,153
19,1,1694,380
23,0,1695,210
20,1,1696,28
5,1,1697,447
9,1,1698,492
14,0,1699,27
28,0,1700,179
36,1,1701,518
41,0,1702,105
16,0,1703,348
27,1,1704,69
19,1,1705,460
48,0,1706,423
28,1,1708,489
21,1,1709,99
13,0,1710,91
46,0,1711,81
4,1,1712,317
2,1,1713,475
12,0,1714,356
27,0,1715,304
2,0,1716,181
18,0,1717,134
22,1,1718,501
16,1,1719,125
17,0,1721,439
26,1,1722,302
37,0,1723,117
46,1,1724,421
11,0,1725,312
41,0,1726,133
32,0,1728,147
16,0,1729,416
34,0,1730,258
34,1,1731,168
32,1,1732,53
7,1,1733,437
6,0,1734,273
37,1,1735,190
3,0,1736,203
5,1,1737,503
23,1,1738,131
43,1,1739,493
48,0,1740,32
30,1,1741,14
11,0,1742,211
8,0,1743,326
48,1,1744,276
8,1,1745,486
33,0,1746,300
28,0,1747,23
24,0,1748,386
39,1,1749,430
14,1,1750,306
28,0,1751,332
25,1,1752,220
37,1,1753,56
34,0,1754,10
24,1,1755,46
8,0,1756,248
32,1,1757,79
47,1,1758,154
3,0,1759,240
10,1,1760,77
23,1,1761,409
30,0,1762,253
5,1,1763,235
7,0,1764,190
17,1,1765,421
42,0,1766,485
43,0,1767,399
34,1,1768,423
20,0,1769,196
6,1,1770,229
39,0,1771,100
20,1,1772,93
38,1,1773,109
15,0,1774,105
46,0,1775,201
18,1,1776,17
44,1,1777,28
37,0,1778,36
20,1,1779,399
5,0,1780,409
42,1,1781,427
16,1,1782,160
41,1,1783,35
34,0,1784,138
48,0,1785,111
14,1,1786,297
26,1,1787,17
31,0,1788,157
32,0,1789,120
38,1,1790,270
11,0,1791,471
32,0,1792,327
37,1,1793,401
48,0,1794,375
9,0,1795,485
44,0,1796,297
44,1,1797,374
36,1,1798,266
17,1,1799,260
13,1,1800,202
32,0,1801,109
18,1,1802,15
19,1,1803,483
28,1,1804,264
0,0,1805,275
15,1,1806,352
18,1,1807,68
8,1,1808,29
2,1,1809,183
4,0,1810,166
33,0,1811,36
25,0,1812,438
4,0,1813,137
8,1,1814,305
29,1,1815,143
12,1,1816,229
21,1,1817,82
4,1,1818,112
41,0,1819,260
11,0,1820,355
20,0,1821,249
6,1,1822,381
34,0,1823,384
32,0,1824,358
17,0,1825,452
27,0,1826,480
34,0,1827,477
6,0,1828,220
47,0,1829,80
31,1,1830,100
5,1,1831,43
46,0,1832,287
18,1,1833,176
15,0,1834,373
28,1,1835,463
47,1,1836,167
31,1,1837,514
45,0,1838,272
26,1,1839,416
6,1,1840,260
43,1,1841,379
4,1,1842,75
46,1,1843,377
30,0,1844,254
4,1,1845,132
12,0,1846,293
37,0,1847,304
45,0,1848,93
35,0,1849,375
37,1,1850,269
20,1,1851,174
18,1,1852,72
21,0,1853,171
7,0,1855,14
2,1,1856,46
34,1,1857,446
48,0,1858,402
2,0,1859,391
11,1,1860,155
37,0,1861,70
12,1,1862,482
23,1,1864,133
39,0,1865,235
36,1,1866,436
36,0,1867,238
19,1,1868,71
24,1,1869,448
36,1,1870,381
11,0,1871,260
48,1,1872,477
11,0,1873,11
4,1,1874,57
6,0,1875,377
25,1,1876,130
37,0,1877,149
19,0,1878,430
38,0,1879,440
6,1,1880,210
40,0,1881,507
11,1,1882,199
40,1,1883,179
27,1,1884,444
38,0,1885,115
15,1,1886,171
45,0,1887,412
21,1,1888,266
23,1,1889,36
47,1,1890,280
12,1,1891,383
35,0,1892,277
48,1,1893,279
40,0,1894,440
46,0,1895,411
33,0,1896,401
34,1,1897,177
37,1,1898,525
4,1,1899,219
40,1,1900,43
14,1,1901,286
15,0,1902,512
25,1,1903,475
29,0,1904,139
28,1,1905,94
36,1,1906,408
37,0,1907,294
42,1,1908,396
30,0,1909,138
39,0,1910,350
44,1,1911,433
38,1,1912,302
16,0,1913,521
32,1,1915,318
27,0,1916,517
15,1,1917,88
15,0,1918,108
14,1,1919,278
19,0,1920,99
15,1,1921,6
37,0,1922,440
7,0,1923,108
33,1,1924,335
34,1,1925,40
31,0,1926,152
34,0,1927,375
36,1,1928,158
31,1,1930,172
21,0,1931,132
41,0,1932,115
23,0,1933,428
48,0,1934,21
35,1,1935,362
20,0,1936,482
38,1,1937,439
39,0,1938,463
6,1,1939,322
38,0,1940,124
15,0,1941,517
43,1,1942,340
24,1,1943,465
8,0,1944,295
22,0,1945,149
41,1,1946,273
34,0,1947,213
25,1,1948,179
1,0,1949,287
45,1,1950,444
16,0,1951,309
38,1,1952,371
1,0,1953,96
27,0,1954,86
39,1,1955,33
20,0,1956,342
46,0,1957,92
16,0,1958,132
8,0,1959,373
5,0,1960,91
4,0,1961,369
21,0,1962,349
41,1,1963,151
1,1,1965,154
33,1,1966,53
9,1,1967,368
1,1,1968,105
26,0,1969,191
41,0,1970,48
31,1,1971,18
19,0,1972,421
16,1,1973,305
6,1,1974,10
14,0,1976,372
32,1,1977,60
40,0,1978,57
33,0,1979,156
1,0,1980,237
29,0,1981,244
21,1,1982,276
31,0,1983,239
41,0,1984,108
2,1,1985,343
5,1,1986,106
41,0,1987,525
0,0,1988,413
0,1,1989,64
0,1,1991,44
18,0,1992,412
12,0,1993,99
33,1,1994,79
48,1,1995,92
25,0,1996,346
48,0,1997,188
20,1,1998,426
12,0,1999,480
47,0,2000,269
34,1,2002,398
46,1,2003,73
5,0,2004,108
32,1,2005,92
37,1,2006,232
48,0,2007,68
44,1,2008,505
45,1,2009,507
38,0,2010,275
33,0,2011,372
4,0,2012,459
8,0,2013,525
9,1,2014,121
22,1,2015,201
30,1,2016,466
47,1,2017,40
1,1,2018,466
10,0,2019,34
10,0,2020,185
35,1,2021,139
22,0,2022,1
39,1,2023,237
16,1,2024,523
14,1,2025,402
0,1,2026,34
47,1,2027,44
15,1,2028,458
48,1,2029,404
32,0,2030,293
10,0,2031,343
18,0,2032,40
0,0,2033,319
37,0,2034,318
17,1,2035,355
27,0,2036,419
8,1,2037,365
23,1,2038,485
26,0,2039,390
1,0,2040,479
36,0,2041,200
4,0,2042,145
15,1,2043,42
29,0,2044,282
19,0,2045,407
23,1,2046,238
46,0,2047,450
5,0,2048,416
10,0,2049,225
11,1,2050,70
47,0,2051,455
22,1,2052,10
0,0,2053,85
24,1,2054,508
2,1,2055,379
47,1,2056,277
22,1,2057,350
11,0,2058,246
23,0,2059,171
46,1,2060,129
43,0,2061,66
33,1,2062,119
47,1,2063,91
34,0,2064,410
43,0,2065,359
26,1,2066,212
18,0,2067,370
24,1,2068,489
27,1,2069,218
21,1,2070,316
15,1,2071,98
46,0,2072,59
28,1,2073,214
10,1,2074,338
12,0,2075,158
0,1,2076,451
19,1,2077,357
29,0,2078,304
8,1,2079,306
25,1,2080,292
37,0,2081,415
14,0,2082,70
1,0,2083,171
0,0,2084,401
42,0,2085,189
27,1,2088,520
7,0,2089,141
16,1,2090,106
17,0,2091,503
42,1,2092,281
47,0,2094,452
47,0,2095,346
38,0,2096,281
18,0,2097,82
29,1,2098,13
48,0,2099,18
32,1,2100,251
39,1,2101,363
2,0,2102,419
43,1,2103,87
36,1,2104,239
30,0,2105,190
2,1,2106,507
23,0,2107,322
25,0,2108,69
27,1,2109,157
10,1,2110,156
18,0,2111,6
44,0,2112,521
8,0,2113,264
2,1,2114,179
29,1,2115,125
48,0,2116,312
43,1,2117,290
10,1,2118,153
27,1,2119,172
27,1,2120,267
29,1,2121,5
8,0,2122,487
21,0,2123,463
36,0,2124,14
41,0,2125,275
45,1,2126,357
45,0,2127,328
8,0,2128,435
28,0,2129,282
27,1,2130,426
22,0,2131,333
26,1,2132,210
26,1,2133,59
14,0,2134,151
0,1,2136,382
30,1,2137,354
21,0,2138,90
32,0,2139,434
13,1,2141,76
45,0,2142,27
32,1,2143,70
34,0,2144,130
39,0,2145,85
28,0,2146,263
39,1,2147,249
20,0,2148,19
8,0,2149,143
17,0,2150,111
33,0,2151,408
40,0,2152,240
43,0,2153,202
35,0,2154,294
10,0,2155,315
16,1,2156,230
18,0,2157,316
48,0,2158,331
16,0,2159,456
13,1,2160,433
19,1,2161,42
5,0,2162,109
3,1,2163,428
2,1,2164,103
47,1,2165,425
37,1,2166,326
27,1,2167,493
25,1,2168,263
42,0,2169,271
26,0,2170,477
36,0,2171,334
43,1,2172,137
7,1,2173,24
18,0,2174,208
33,0,2175,359
41,0,2176,43
17,1,2177,459
27,0,2178,117
4,0,2179,330
37,1,2180,490
13,1,2181,7
8,1,2182,16
8,0,2183,393
19,0,2184,171
8,1,2185,467
42,1,2186,481
25,1,2187,453
32,1,2188,310
40,1,2189,414
5,1,2190,323
28,0,2191,88
34,0,2192,457
12,0,2193,223
38,1,2194,55
41,1,2195,203
4,0,2196,330
4,0,2197,468
16,1,2198,52
11,1,2199,509
27,1,2200,408
13,0,2201,154
3,1,2202,379
38,0,2203,226
48,0,2204,363
21,1,2205,336
3,0,2206,326
34,0,2207,72
11,0,2208,372
39,0,2209,38
14,1,2210,526
44,1,2212,495
39,0,2213,49
6,0,2214,260
6,0,2215,426
47,0,2216,36
23,1,2217,26
44,1,2218,338
10,1,2219,192
44,1,2220,280
4,1,2221,326
34,0,2222,96
10,1,2223,337
8,0,2224,427
14,0,2225,249
11,1,2226,263
9,1,2227,163
25,0,2228,47
13,0,2229,38
41,0,2230,305
25,1,2231,450
32,1,2232,514
28,1,2233,146
36,0,2234,333
41,0,2235,5
5,0,2236,490
32,0,2237,481
48,1,2238,440
9,0,2239,278
11,1,2240,202
48,1,2242,54
16,0,2243,139
42,1,2244,12
22,0,2245,353
39,0,2246,166
7,1,2247,369
38,0,2248,219
34,1,2249,34
26,1,2250,350
5,1,2251,464
29,0,2252,364
16,1,2253,409
20,1,2254,314
43,1,2255,160
3,0,2256,90
40,0,2257,382
26,0,2258,215
8,0,2259,409
23,1,2260,510
16,0,2261,367
38,0,2262,457
0,1,2265,481
3,1,2266,132
8,1,2267,356
0,1,2268,349
12,1,2269,201
19,0,2270,149
27,0,2271,123
22,1,2272,440
41,0,2273,79
0,0,2274,228
30,0,2275,129
42,1,2276,320
14,0,2277,115
27,1,2278,128
32,0,2279,457
21,0,2280,373
26,0,2281,44
30,1,2283,369
23,0,2284,185
35,0,2285,247
40,0,2286,112
9,1,2287,42
44,0,2288,113
40,1,2289,17
13,1,2290,391
39,0,2291,312
11,0,2292,478
14,1,2293,162
20,1,2294,381
41,0,2295,300
39,1,2296,161
18,0,2297,352
12,0,2298,510
45,1,2299,67
14,0,2300,348
5,1,2301,117
15,1,2302,515
16,1,2303,222
26,1,2304,272
31,0,2305,356
43,1,2306,31
33,0,2307,439
21,1,2308,440
13,0,2309,262
5,0,2310,9
32,0,2311,72
48,0,2312,390
29,1,2313,433
48,1,2314,299
26,1,2315,40
16,1,2316,351
4,0,2317,151
20,0,2318,410
18,0,2319,483
24,1,2320,381
6,1,2321,323
1,1,2322,57
2,0,2323,258
31,1,2324,314
48,0,2325,336
45,0,2326,112
28,0,2327,10
8,0,2328,288
10,1,2329,240
45,1,2330,334
42,1,2331,187
3,1,2332,415
11,1,2333,272
13,1,2334,454
22,1,2335,70
16,0,2336,256
27,0,2337,209
11,1,2338,416
18,1,2339,450
2,0,2340,96
23,0,2341,371
28,1,2342,94
16,1,2343,342
29,1,2344,338
6,0,2345,95
5,0,2347,522
6,0,2348,382
3,0,2349,465
3,1,2350,129
26,1,2351,474
16,0,2353,476
14,1,2354,465
37,0,2355,440
19,1,2356,363
29,0,2357,234
1,1,2358,275
33,0,2359,415
30,1,2360,358
12,1,2361,426
34,1,2362,117
35,0,2363,300
9,1,2364,131
30,0,2365,380
21,0,2366,211
14,0,2367,240
36,1,2368,293
1,0,2369,93
14,1,2370,61
24,1,2371,340
41,0,2372,59
45,1,2373,248
8,0,2374,214
36,1,2375,320
15,0,2376,464
4,0,2377,167
37,1,2378,103
31,1,2379,478
36,0,2380,110
48,1,2381,268
35,1,2382,521
7,1,2383,269
16,1,2384,464
21,0,2385,220
9,0,2386,490
24,1,2387,26
22,0,2388,451
26,1,2389,290
21,0,2390,57
37,0,2391,454
35,0,2392,51
45,1,2393,362
0,1,2394,145
19,0,2395,26
2,0,2396,487
32,1,2397,202
28,0,2398,340
39,0,2399,419
23,0,2400,481
24,1,2401,301
29,0,2402,126
7,1,2403,455
28,1,2404,34
13,1,2405,250
28,1,2406,367
1,1,2407,414
34,0,2408,361
12,1,2409,468
32,1,2410,420
23,0,2411,289
46,0,2412,86
37,0,2413,111
9,1,2414,46
35,1,2415,4
21,1,2416,295
36,1,2417,147
4,1,2418,266
40,1,2419,230
8,0,2420,188
11,0,2421,304
27,1,2422,129
45,0,2423,396
26,0,2424,306
17,0,2425,518
23,0,2426,415
41,1,2427,200
13,0,2428,63
2,1,2429,141
21,1,2430,197
6,1,2431,62
48,1,2432,382
32,0,2433,94
1,0,2434,366
34,0,2435,303
17,0,2436,276
18,1,2437,233
13,0,2438,383
41,0,2439,418
39,0,2440,516
36,1,2441,518
37,1,2442,198
7,0,2443,418
1,0,2444,139
38,1,2445,120
12,1,2446,181
38,1,2447,259
48,0,2448,345
16,0,2449,366
38,0,2450,270
31,0,2451,350
48,1,2453,404
45,0,2454,42
18,1,2455,166
13,0,2456,274
13,0,2457,80
34,1,2458,308
46,1,2459,151
12,0,2460,491
27,0,2461,275
5,1,2462,302
44,0,2463,244
29,0,2464,261
46,0,2465,280
2,1,2466,11
43,1,2467,234
46,0,2468,513
45,0,2469,43
16,0,2470,426
17,0,2471,324
43,1,2472,426
42,1,2473,462
15,1,2474,367
12,0,2475,425
35,1,2476,182
13,0,2477,63
14,0,2478,433
35,0,2479,141
32,0,2480,184
45,0,2481,174
44,1,2482,436
11,0,2483,3
40,1,2484,505
43,0,2485,418
14,0,2486,76
39,0,2487,252
7,0,2488,319
24,1,2489,296
11,0,2490,323
42,1,2491,137
1,0,2492,521
42,1,2493,347
45,1,2494,271
25,1,2495,356
38,1,2496,124
48,1,2497,301
28,1,2498,81
33,1,2499,174
21,1,2500,370
34,0,2501,14
6,1,2502,526
28,0,2503,9
27,0,2504,236
36,0,2505,35
15,1,2506,107
31,1,2507,85
6,0,2508,385
1,1,2509,205
26,0,2510,28
24,0,2511,202
26,0,2512,249
24,0,2513,215
9,1,2514,316
28,1,2515,497
24,1,2516,67
25,0,2517,59
10,1,2518,226
42,0,2519,360
12,1,2520,221
10,0,2521,466
22,0,2522,463
44,0,2523,18
48,1,2525,83
6,0,2526,405
5,1,2527,478
3,0,2528,508
48,0,2529,258
2,0,2530,374
35,1,2531,462
10,0,2532,432
33,0,2533,138
42,0,2534,474
33,0,2535,234
19,0,2536,171
48,0,2537,187
30,1,2539,298
1,0,2540,396
11,0,2542,271
13,1,2543,342
5,1,2544,312
11,0,2545,193
41,1,2546,97
14,1,2547,168
1,1,2548,518
31,0,2549,22
42,0,2550,261
44,1,2551,225
40,0,2552,414
24,1,2553,311
44,1,2554,130
13,1,2555,161
32,0,2556,97
8,1,2557,470
21,0,2558,406
45,1,2559,503
40,1,2560,384
0,0,2561,379
7,0,2562,391
27,0,2563,401
29,1,2564,316
1,1,2565,222
3,0,2567,456
45,1,2568,165
33,1,2569,521
0,0,2571,329
22,1,2572,114
8,1,2573,91
11,1,2574,127
43,0,2575,209
7,1,2576,141
31,1,2577,69
45,1,2578,503
20,1,2579,8
22,0,2580,159
39,1,2581,86
1,0,2582,51
43,0,2583,463
12,1,2584,267
17,0,2585,111
16,1,2586,468
23,1,2587,103
15,0,2588,457
39,1,2589,426
26,1,2590,423
42,0,2591,295
41,1,2592,275
3,1,2593,340
9,1,2594,149
43,0,2595,111
48,0,2597,337
41,1,2598,124
18,0,2599,479
23,0,2600,495
0,0,2601,253
45,0,2602,490
2,0,2603,139
10,1,2604,352
34,0,2605,129
34,1,2606,238
20,1,2608,35
5,0,2609,507
9,1,2610,25
9,0,2611,406
39,1,2612,367
30,0,2613,96
18,1,2614,350
47,0,2615,137
25,1,2616,222
11,0,2617,507
2,0,2618,473
47,0,2619,132
32,1,2620,444
34,0,2621,285
7,1,2622,81
33,0,2623,356
3,0,2624,280
20,0,2625,417
8,0,2626,137
8,0,2627,291
17,0,2628,210
9,1,2629,218
17,1,2630,249
12,0,2631,58
5,1,2632,449
26,1,2633,384
13,0,2634,139
39,0,2635,457
48,1,2636,188
31,1,2637,200
25,0,2638,195
27,1,2639,320
41,0,2640,290
10,0,2641,127
17,0,2642,340
44,0,2643,313
5,1,2644,391
7,0,2645,81
3,1,2646,398
44,0,2647,455
45,1,2648,191
22,0,2649,469
26,1,2650,213
12,0,2651,269
1,1,2652,518
18,1,2653,131
24,0,2654,446
23,0,2655,188
5,0,2657,503
